A0 00:W 01:H 02:I 03:C 04:H C:1 H:1 I:1 W:1
A1 10:W 11:H 12:I 13:C 14:H C:1 H:1 I:1 W:1
A2 20:W 21:H 22:I 23:C 24:H C:1 H:1 I:1 W:1
A3 30:W 31:H 32:I 33:C 34:H C:1 H:1 I:1 W:1
A0 00:T 01:H 02:E 03:R 04:E E:1 H:1 R:1 T:1
A1 10:T 11:H 12:E 13:R 14:E E:1 H:1 R:1 T:1
A2 20:T 21:H 22:E 23:R 24:E E:1 H:1 R:1 T:1
A3 30:T 31:H 32:E 33:R 34:E E:1 H:1 R:1 T:1
A3 30:S 31:P 32:I 33:E 34:S E:1 I:1 P:1 S:1
A0 00:S 01:L 02:A 03:C 04:K A:1 C:1 K:1 L:1 S:1
A1 10:S 11:L 12:A 13:C 14:K A:1 C:1 K:1 L:1 S:1
A2 20:S 21:L 22:A 23:C 24:K A:1 C:1 K:1 L:1 S:1
A3 30:S 31:L 32:A 33:C 34:K A:1 C:1 K:1 L:1 S:1
A0 00:M 01:U 02:C 03:U 04:S C:1 M:1 S:1 U:1
A1 10:M 11:U 12:C 13:U 14:S C:1 M:1 S:1 U:1
A2 20:M 21:U 22:C 23:U 24:S C:1 M:1 S:1 U:1
A3 30:M 31:U 32:C 33:U 34:S C:1 M:1 S:1 U:1
A0 00:M 01:A 02:G 03:M 04:A A:1 G:1 M:1
A1 10:M 11:A 12:G 13:M 14:A A:1 G:1 M:1
A2 20:M 21:A 22:G 23:M 24:A A:1 G:1 M:1
A3 30:M 31:A 32:G 33:M 34:A A:1 G:1 M:1
A0 00:A 01:W 02:F 03:U 04:L A:1 F:1 L:1 U:1 W:1
A1 10:A 11:W 12:F 13:U 14:L A:1 F:1 L:1 U:1 W:1
A2 20:A 21:W 22:F 23:U 24:L A:1 F:1 L:1 U:1 W:1
A3 30:A 31:W 32:F 33:U 34:L A:1 F:1 L:1 U:1 W:1
A0 00:D 01:I 02:S 03:C 04:S C:1 D:1 I:1 S:1
A1 10:D 11:I 12:S 13:C 14:S C:1 D:1 I:1 S:1
A2 20:D 21:I 22:S 23:C 24:S C:1 D:1 I:1 S:1
A3 30:D 31:I 32:S 33:C 34:S C:1 D:1 I:1 S:1
A0 00:E 01:R 02:A 03:S 04:E A:1 E:1 R:1 S:1
A1 10:E 11:R 12:A 13:S 14:E A:1 E:1 R:1 S:1
A2 20:E 21:R 22:A 23:S 24:E A:1 E:1 R:1 S:1
A3 30:E 31:R 32:A 33:S 34:E A:1 E:1 R:1 S:1
A0 00:P 01:O 02:S 03:E 04:D D:1 E:1 O:1 P:1 S:1
A1 10:P 11:O 12:S 13:E 14:D D:1 E:1 O:1 P:1 S:1
A2 20:P 21:O 22:S 23:E 24:D D:1 E:1 O:1 P:1 S:1
A3 30:P 31:O 32:S 33:E 34:D D:1 E:1 O:1 P:1 S:1
A0 00:A 01:S 02:S 03:E 04:T A:1 E:1 S:1 T:1
A1 10:A 11:S 12:S 13:E 14:T A:1 E:1 S:1 T:1
A2 20:A 21:S 22:S 23:E 24:T A:1 E:1 S:1 T:1
A3 30:A 31:S 32:S 33:E 34:T A:1 E:1 S:1 T:1
A0 00:C 01:I 02:D 03:E 04:R C:1 D:1 E:1 I:1 R:1
A1 10:C 11:I 12:D 13:E 14:R C:1 D:1 E:1 I:1 R:1
A2 20:C 21:I 22:D 23:E 24:R C:1 D:1 E:1 I:1 R:1
A3 30:C 31:I 32:D 33:E 34:R C:1 D:1 E:1 I:1 R:1
A0 00:T 01:A 02:P 03:E 04:R A:1 E:1 P:1 R:1 T:1
A1 10:T 11:A 12:P 13:E 14:R A:1 E:1 P:1 R:1 T:1
A2 20:T 21:A 22:P 23:E 24:R A:1 E:1 P:1 R:1 T:1
A3 30:T 31:A 32:P 33:E 34:R A:1 E:1 P:1 R:1 T:1
A0 00:T 01:H 02:E 03:F 04:T E:1 F:1 H:1 T:1
A1 10:T 11:H 12:E 13:F 14:T E:1 F:1 H:1 T:1
A2 20:T 21:H 22:E 23:F 24:T E:1 F:1 H:1 T:1
A3 30:T 31:H 32:E 33:F 34:T E:1 F:1 H:1 T:1
A0 00:C 01:H 02:U 03:R 04:N C:1 H:1 N:1 R:1 U:1
A1 10:C 11:H 12:U 13:R 14:N C:1 H:1 N:1 R:1 U:1
A2 20:C 21:H 22:U 23:R 24:N C:1 H:1 N:1 R:1 U:1
A3 30:C 31:H 32:U 33:R 34:N C:1 H:1 N:1 R:1 U:1
A0 00:S 01:A 02:T 03:I 04:N A:1 I:1 N:1 S:1 T:1
A1 10:S 11:A 12:T 13:I 14:N A:1 I:1 N:1 S:1 T:1
A2 20:S 21:A 22:T 23:I 24:N A:1 I:1 N:1 S:1 T:1
A3 30:S 31:A 32:T 33:I 34:N A:1 I:1 N:1 S:1 T:1
A0 00:S 01:L 02:O 03:T 04:S L:1 O:1 S:1 T:1
A1 10:S 11:L 12:O 13:T 14:S L:1 O:1 S:1 T:1
A2 20:S 21:L 22:O 23:T 24:S L:1 O:1 S:1 T:1
A3 30:S 31:L 32:O 33:T 34:S L:1 O:1 S:1 T:1
A0 00:T 01:A 02:X 03:E 04:D A:1 D:1 E:1 T:1 X:1
A1 10:T 11:A 12:X 13:E 14:D A:1 D:1 E:1 T:1 X:1
A2 20:T 21:A 22:X 23:E 24:D A:1 D:1 E:1 T:1 X:1
A3 30:T 31:A 32:X 33:E 34:D A:1 D:1 E:1 T:1 X:1
A0 00:B 01:U 02:L 03:L 04:Y B:1 L:1 U:1 Y:1
A1 10:B 11:U 12:L 13:L 14:Y B:1 L:1 U:1 Y:1
A2 20:B 21:U 22:L 23:L 24:Y B:1 L:1 U:1 Y:1
A3 30:B 31:U 32:L 33:L 34:Y B:1 L:1 U:1 Y:1
A0 00:S 01:L 02:O 03:T 04:H H:1 L:1 O:1 S:1 T:1
A1 10:S 11:L 12:O 13:T 14:H H:1 L:1 O:1 S:1 T:1
A2 20:S 21:L 22:O 23:T 24:H H:1 L:1 O:1 S:1 T:1
A3 30:S 31:L 32:O 33:T 34:H H:1 L:1 O:1 S:1 T:1
A0 00:S 01:H 02:A 03:L 04:E A:1 E:1 H:1 L:1 S:1
A1 10:S 11:H 12:A 13:L 14:E A:1 E:1 H:1 L:1 S:1
A2 20:S 21:H 22:A 23:L 24:E A:1 E:1 H:1 L:1 S:1
A3 30:S 31:H 32:A 33:L 34:E A:1 E:1 H:1 L:1 S:1
A0 00:T 01:R 02:E 03:A 04:D A:1 D:1 E:1 R:1 T:1
A1 10:T 11:R 12:E 13:A 14:D A:1 D:1 E:1 R:1 T:1
A2 20:T 21:R 22:E 23:A 24:D A:1 D:1 E:1 R:1 T:1
A3 30:T 31:R 32:E 33:A 34:D A:1 D:1 E:1 R:1 T:1
A0 00:R 01:A 02:K 03:E 04:D A:1 D:1 E:1 K:1 R:1
A1 10:R 11:A 12:K 13:E 14:D A:1 D:1 E:1 K:1 R:1
A2 20:R 21:A 22:K 23:E 24:D A:1 D:1 E:1 K:1 R:1
A3 30:R 31:A 32:K 33:E 34:D A:1 D:1 E:1 K:1 R:1
A0 00:C 01:U 02:R 03:D 04:S C:1 D:1 R:1 S:1 U:1
A1 10:C 11:U 12:R 13:D 14:S C:1 D:1 R:1 S:1 U:1
A2 20:C 21:U 22:R 23:D 24:S C:1 D:1 R:1 S:1 U:1
A3 30:C 31:U 32:R 33:D 34:S C:1 D:1 R:1 S:1 U:1
A0 00:M 01:A 02:N 03:O 04:R A:1 M:1 N:1 O:1 R:1
A1 10:M 11:A 12:N 13:O 14:R A:1 M:1 N:1 O:1 R:1
A2 20:M 21:A 22:N 23:O 24:R A:1 M:1 N:1 O:1 R:1
A3 30:M 31:A 32:N 33:O 34:R A:1 M:1 N:1 O:1 R:1
A0 00:A 01:I 02:S 03:L 04:E A:1 E:1 I:1 L:1 S:1
A1 10:A 11:I 12:S 13:L 14:E A:1 E:1 I:1 L:1 S:1
A2 20:A 21:I 22:S 23:L 24:E A:1 E:1 I:1 L:1 S:1
A3 30:A 31:I 32:S 33:L 34:E A:1 E:1 I:1 L:1 S:1
A0 00:B 01:U 02:L 03:G 04:E B:1 E:1 G:1 L:1 U:1
A1 10:B 11:U 12:L 13:G 14:E B:1 E:1 G:1 L:1 U:1
A2 20:B 21:U 22:L 23:G 24:E B:1 E:1 G:1 L:1 U:1
A3 30:B 31:U 32:L 33:G 34:E B:1 E:1 G:1 L:1 U:1
A0 00:L 01:O 02:I 03:N 04:S I:1 L:1 N:1 O:1 S:1
A1 10:L 11:O 12:I 13:N 14:S I:1 L:1 N:1 O:1 S:1
A2 20:L 21:O 22:I 23:N 24:S I:1 L:1 N:1 O:1 S:1
A3 30:L 31:O 32:I 33:N 34:S I:1 L:1 N:1 O:1 S:1
A0 00:S 01:T 02:A 03:I 04:R A:1 I:1 R:1 S:1 T:1
A1 10:S 11:T 12:A 13:I 14:R A:1 I:1 R:1 S:1 T:1
A2 20:S 21:T 22:A 23:I 24:R A:1 I:1 R:1 S:1 T:1
A3 30:S 31:T 32:A 33:I 34:R A:1 I:1 R:1 S:1 T:1
A0 00:T 01:A 02:P 03:E 04:S A:1 E:1 P:1 S:1 T:1
A1 10:T 11:A 12:P 13:E 14:S A:1 E:1 P:1 S:1 T:1
A2 20:T 21:A 22:P 23:E 24:S A:1 E:1 P:1 S:1 T:1
A3 30:T 31:A 32:P 33:E 34:S A:1 E:1 P:1 S:1 T:1
A0 00:L 01:E 02:A 03:N 04:S A:1 E:1 L:1 N:1 S:1
A1 10:L 11:E 12:A 13:N 14:S A:1 E:1 L:1 N:1 S:1
A2 20:L 21:E 22:A 23:N 24:S A:1 E:1 L:1 N:1 S:1
A3 30:L 31:E 32:A 33:N 34:S A:1 E:1 L:1 N:1 S:1
A0 00:B 01:U 02:N 03:K 04:S B:1 K:1 N:1 S:1 U:1
A1 10:B 11:U 12:N 13:K 14:S B:1 K:1 N:1 S:1 U:1
A2 20:B 21:U 22:N 23:K 24:S B:1 K:1 N:1 S:1 U:1
A3 30:B 31:U 32:N 33:K 34:S B:1 K:1 N:1 S:1 U:1
A0 00:S 01:Q 02:U 03:A 04:T A:1 Q:1 S:1 T:1 U:1
A1 10:S 11:Q 12:U 13:A 14:T A:1 Q:1 S:1 T:1 U:1
A2 20:S 21:Q 22:U 23:A 24:T A:1 Q:1 S:1 T:1 U:1
A3 30:S 31:Q 32:U 33:A 34:T A:1 Q:1 S:1 T:1 U:1
A0 00:T 01:O 02:W 03:E 04:D D:1 E:1 O:1 T:1 W:1
A1 10:T 11:O 12:W 13:E 14:D D:1 E:1 O:1 T:1 W:1
A2 20:T 21:O 22:W 23:E 24:D D:1 E:1 O:1 T:1 W:1
A3 30:T 31:O 32:W 33:E 34:D D:1 E:1 O:1 T:1 W:1
A0 00:L 01:A 02:N 03:C 04:E A:1 C:1 E:1 L:1 N:1
A1 10:L 11:A 12:N 13:C 14:E A:1 C:1 E:1 L:1 N:1
A2 20:L 21:A 22:N 23:C 24:E A:1 C:1 E:1 L:1 N:1
A3 30:L 31:A 32:N 33:C 34:E A:1 C:1 E:1 L:1 N:1
A0 00:P 01:A 02:N 03:E 04:S A:1 E:1 N:1 P:1 S:1
A1 10:P 11:A 12:N 13:E 14:S A:1 E:1 N:1 P:1 S:1
A2 20:P 21:A 22:N 23:E 24:S A:1 E:1 N:1 P:1 S:1
A3 30:P 31:A 32:N 33:E 34:S A:1 E:1 N:1 P:1 S:1
A0 00:S 01:A 02:K 03:E 04:S A:1 E:1 K:1 S:1
A1 10:S 11:A 12:K 13:E 14:S A:1 E:1 K:1 S:1
A2 20:S 21:A 22:K 23:E 24:S A:1 E:1 K:1 S:1
A3 30:S 31:A 32:K 33:E 34:S A:1 E:1 K:1 S:1
A0 00:H 01:E 02:I 03:R 04:S E:1 H:1 I:1 R:1 S:1
A1 10:H 11:E 12:I 13:R 14:S E:1 H:1 I:1 R:1 S:1
A2 20:H 21:E 22:I 23:R 24:S E:1 H:1 I:1 R:1 S:1
A3 30:H 31:E 32:I 33:R 34:S E:1 H:1 I:1 R:1 S:1
A0 00:C 01:A 02:S 03:T 04:E A:1 C:1 E:1 S:1 T:1
A1 10:C 11:A 12:S 13:T 14:E A:1 C:1 E:1 S:1 T:1
A2 20:C 21:A 22:S 23:T 24:E A:1 C:1 E:1 S:1 T:1
A3 30:C 31:A 32:S 33:T 34:E A:1 C:1 E:1 S:1 T:1
A0 00:D 01:U 02:M 03:M 04:Y D:1 M:1 U:1 Y:1
A1 10:D 11:U 12:M 13:M 14:Y D:1 M:1 U:1 Y:1
A2 20:D 21:U 22:M 23:M 24:Y D:1 M:1 U:1 Y:1
A3 30:D 31:U 32:M 33:M 34:Y D:1 M:1 U:1 Y:1
A0 00:P 01:O 02:R 03:E 04:S E:1 O:1 P:1 R:1 S:1
A1 10:P 11:O 12:R 13:E 14:S E:1 O:1 P:1 R:1 S:1
A2 20:P 21:O 22:R 23:E 24:S E:1 O:1 P:1 R:1 S:1
A3 30:P 31:O 32:R 33:E 34:S E:1 O:1 P:1 R:1 S:1
A0 00:F 01:A 02:U 03:N 04:A A:1 F:1 N:1 U:1
A1 10:F 11:A 12:U 13:N 14:A A:1 F:1 N:1 U:1
A2 20:F 21:A 22:U 23:N 24:A A:1 F:1 N:1 U:1
A3 30:F 31:A 32:U 33:N 34:A A:1 F:1 N:1 U:1
A0 00:C 01:R 02:O 03:O 04:K C:1 K:1 O:1 R:1
A1 10:C 11:R 12:O 13:O 14:K C:1 K:1 O:1 R:1
A2 20:C 21:R 22:O 23:O 24:K C:1 K:1 O:1 R:1
A3 30:C 31:R 32:O 33:O 34:K C:1 K:1 O:1 R:1
A0 00:P 01:O 02:I 03:S 04:E E:1 I:1 O:1 P:1 S:1
A1 10:P 11:O 12:I 13:S 14:E E:1 I:1 O:1 P:1 S:1
A2 20:P 21:O 22:I 23:S 24:E E:1 I:1 O:1 P:1 S:1
A3 30:P 31:O 32:I 33:S 34:E E:1 I:1 O:1 P:1 S:1
A0 00:E 01:P 02:O 03:C 04:H C:1 E:1 H:1 O:1 P:1
A1 10:E 11:P 12:O 13:C 14:H C:1 E:1 H:1 O:1 P:1
A2 20:E 21:P 22:O 23:C 24:H C:1 E:1 H:1 O:1 P:1
A3 30:E 31:P 32:O 33:C 34:H C:1 E:1 H:1 O:1 P:1
A0 00:R 01:I 02:S 03:K 04:Y I:1 K:1 R:1 S:1 Y:1
A1 10:R 11:I 12:S 13:K 14:Y I:1 K:1 R:1 S:1 Y:1
A2 20:R 21:I 22:S 23:K 24:Y I:1 K:1 R:1 S:1 Y:1
A3 30:R 31:I 32:S 33:K 34:Y I:1 K:1 R:1 S:1 Y:1
A0 00:W 01:A 02:R 03:N 04:S A:1 N:1 R:1 S:1 W:1
A1 10:W 11:A 12:R 13:N 14:S A:1 N:1 R:1 S:1 W:1
A2 20:W 21:A 22:R 23:N 24:S A:1 N:1 R:1 S:1 W:1
A3 30:W 31:A 32:R 33:N 34:S A:1 N:1 R:1 S:1 W:1
A0 00:F 01:L 02:I 03:N 04:G F:1 G:1 I:1 L:1 N:1
A1 10:F 11:L 12:I 13:N 14:G F:1 G:1 I:1 L:1 N:1
A2 20:F 21:L 22:I 23:N 24:G F:1 G:1 I:1 L:1 N:1
A3 30:F 31:L 32:I 33:N 34:G F:1 G:1 I:1 L:1 N:1
A0 00:B 01:E 02:R 03:R 04:Y B:1 E:1 R:1 Y:1
A1 10:B 11:E 12:R 13:R 14:Y B:1 E:1 R:1 Y:1
A2 20:B 21:E 22:R 23:R 24:Y B:1 E:1 R:1 Y:1
A3 30:B 31:E 32:R 33:R 34:Y B:1 E:1 R:1 Y:1
A0 00:G 01:R 02:A 03:P 04:E A:1 E:1 G:1 P:1 R:1
A1 10:G 11:R 12:A 13:P 14:E A:1 E:1 G:1 P:1 R:1
A2 20:G 21:R 22:A 23:P 24:E A:1 E:1 G:1 P:1 R:1
A3 30:G 31:R 32:A 33:P 34:E A:1 E:1 G:1 P:1 R:1
A0 00:F 01:L 02:A 03:N 04:K A:1 F:1 K:1 L:1 N:1
A1 10:F 11:L 12:A 13:N 14:K A:1 F:1 K:1 L:1 N:1
A2 20:F 21:L 22:A 23:N 24:K A:1 F:1 K:1 L:1 N:1
A3 30:F 31:L 32:A 33:N 34:K A:1 F:1 K:1 L:1 N:1
A0 00:D 01:R 02:A 03:G 04:S A:1 D:1 G:1 R:1 S:1
A1 10:D 11:R 12:A 13:G 14:S A:1 D:1 G:1 R:1 S:1
A2 20:D 21:R 22:A 23:G 24:S A:1 D:1 G:1 R:1 S:1
A3 30:D 31:R 32:A 33:G 34:S A:1 D:1 G:1 R:1 S:1
A0 00:S 01:Q 02:U 03:I 04:D D:1 I:1 Q:1 S:1 U:1
A1 10:S 11:Q 12:U 13:I 14:D D:1 I:1 Q:1 S:1 U:1
A2 20:S 21:Q 22:U 23:I 24:D D:1 I:1 Q:1 S:1 U:1
A3 30:S 31:Q 32:U 33:I 34:D D:1 I:1 Q:1 S:1 U:1
A0 00:P 01:E 02:L 03:T 04:S E:1 L:1 P:1 S:1 T:1
A1 10:P 11:E 12:L 13:T 14:S E:1 L:1 P:1 S:1 T:1
A2 20:P 21:E 22:L 23:T 24:S E:1 L:1 P:1 S:1 T:1
A3 30:P 31:E 32:L 33:T 34:S E:1 L:1 P:1 S:1 T:1
A0 00:I 01:C 02:I 03:N 04:G C:1 G:1 I:1 N:1
A1 10:I 11:C 12:I 13:N 14:G C:1 G:1 I:1 N:1
A2 20:I 21:C 22:I 23:N 24:G C:1 G:1 I:1 N:1
A3 30:I 31:C 32:I 33:N 34:G C:1 G:1 I:1 N:1
A0 00:I 01:R 02:O 03:N 04:Y I:1 N:1 O:1 R:1 Y:1
A1 10:I 11:R 12:O 13:N 14:Y I:1 N:1 O:1 R:1 Y:1
A2 20:I 21:R 22:O 23:N 24:Y I:1 N:1 O:1 R:1 Y:1
A3 30:I 31:R 32:O 33:N 34:Y I:1 N:1 O:1 R:1 Y:1
A0 00:I 01:R 02:O 03:N 04:S I:1 N:1 O:1 R:1 S:1
A1 10:I 11:R 12:O 13:N 14:S I:1 N:1 O:1 R:1 S:1
A2 20:I 21:R 22:O 23:N 24:S I:1 N:1 O:1 R:1 S:1
A3 30:I 31:R 32:O 33:N 34:S I:1 N:1 O:1 R:1 S:1
A0 00:B 01:A 02:R 03:K 04:S A:1 B:1 K:1 R:1 S:1
A1 10:B 11:A 12:R 13:K 14:S A:1 B:1 K:1 R:1 S:1
A2 20:B 21:A 22:R 23:K 24:S A:1 B:1 K:1 R:1 S:1
A3 30:B 31:A 32:R 33:K 34:S A:1 B:1 K:1 R:1 S:1
A0 00:W 01:H 02:O 03:O 04:P H:1 O:1 P:1 W:1
A1 10:W 11:H 12:O 13:O 14:P H:1 O:1 P:1 W:1
A2 20:W 21:H 22:O 23:O 24:P H:1 O:1 P:1 W:1
A3 30:W 31:H 32:O 33:O 34:P H:1 O:1 P:1 W:1
A0 00:C 01:H 02:O 03:K 04:E C:1 E:1 H:1 K:1 O:1
A1 10:C 11:H 12:O 13:K 14:E C:1 E:1 H:1 K:1 O:1
A2 20:C 21:H 22:O 23:K 24:E C:1 E:1 H:1 K:1 O:1
A3 30:C 31:H 32:O 33:K 34:E C:1 E:1 H:1 K:1 O:1
A0 00:D 01:I 02:E 03:T 04:S D:1 E:1 I:1 S:1 T:1
A1 10:D 11:I 12:E 13:T 14:S D:1 E:1 I:1 S:1 T:1
A2 20:D 21:I 22:E 23:T 24:S D:1 E:1 I:1 S:1 T:1
A3 30:D 31:I 32:E 33:T 34:S D:1 E:1 I:1 S:1 T:1
A0 00:W 01:H 02:I 03:P 04:S H:1 I:1 P:1 S:1 W:1
A1 10:W 11:H 12:I 13:P 14:S H:1 I:1 P:1 S:1 W:1
A2 20:W 21:H 22:I 23:P 24:S H:1 I:1 P:1 S:1 W:1
A3 30:W 31:H 32:I 33:P 34:S H:1 I:1 P:1 S:1 W:1
A0 00:T 01:A 02:L 03:L 04:Y A:1 L:1 T:1 Y:1
A1 10:T 11:A 12:L 13:L 14:Y A:1 L:1 T:1 Y:1
A2 20:T 21:A 22:L 23:L 24:Y A:1 L:1 T:1 Y:1
A3 30:T 31:A 32:L 33:L 34:Y A:1 L:1 T:1 Y:1
A0 00:D 01:O 02:Z 03:E 04:D D:1 E:1 O:1 Z:1
A1 10:D 11:O 12:Z 13:E 14:D D:1 E:1 O:1 Z:1
A2 20:D 21:O 22:Z 23:E 24:D D:1 E:1 O:1 Z:1
A3 30:D 31:O 32:Z 33:E 34:D D:1 E:1 O:1 Z:1
A0 00:T 01:W 02:I 03:N 04:E E:1 I:1 N:1 T:1 W:1
A1 10:T 11:W 12:I 13:N 14:E E:1 I:1 N:1 T:1 W:1
A2 20:T 21:W 22:I 23:N 24:E E:1 I:1 N:1 T:1 W:1
A3 30:T 31:W 32:I 33:N 34:E E:1 I:1 N:1 T:1 W:1
A0 00:K 01:I 02:T 03:E 04:S E:1 I:1 K:1 S:1 T:1
A1 10:K 11:I 12:T 13:E 14:S E:1 I:1 K:1 S:1 T:1
A2 20:K 21:I 22:T 23:E 24:S E:1 I:1 K:1 S:1 T:1
A3 30:K 31:I 32:T 33:E 34:S E:1 I:1 K:1 S:1 T:1
A0 00:B 01:I 02:K 03:E 04:S B:1 E:1 I:1 K:1 S:1
A1 10:B 11:I 12:K 13:E 14:S B:1 E:1 I:1 K:1 S:1
A2 20:B 21:I 22:K 23:E 24:S B:1 E:1 I:1 K:1 S:1
A3 30:B 31:I 32:K 33:E 34:S B:1 E:1 I:1 K:1 S:1
A0 00:T 01:I 02:C 03:K 04:S C:1 I:1 K:1 S:1 T:1
A1 10:T 11:I 12:C 13:K 14:S C:1 I:1 K:1 S:1 T:1
A2 20:T 21:I 22:C 23:K 24:S C:1 I:1 K:1 S:1 T:1
A3 30:T 31:I 32:C 33:K 34:S C:1 I:1 K:1 S:1 T:1
A0 00:R 01:I 02:O 03:T 04:S I:1 O:1 R:1 S:1 T:1
A1 10:R 11:I 12:O 13:T 14:S I:1 O:1 R:1 S:1 T:1
A2 20:R 21:I 22:O 23:T 24:S I:1 O:1 R:1 S:1 T:1
A3 30:R 31:I 32:O 33:T 34:S I:1 O:1 R:1 S:1 T:1
A0 00:R 01:O 02:A 03:R 04:S A:1 O:1 R:1 S:1
A1 10:R 11:O 12:A 13:R 14:S A:1 O:1 R:1 S:1
A2 20:R 21:O 22:A 23:R 24:S A:1 O:1 R:1 S:1
A3 30:R 31:O 32:A 33:R 34:S A:1 O:1 R:1 S:1
A0 00:V 01:A 02:U 03:L 04:T A:1 L:1 T:1 U:1 V:1
A1 10:V 11:A 12:U 13:L 14:T A:1 L:1 T:1 U:1 V:1
A2 20:V 21:A 22:U 23:L 24:T A:1 L:1 T:1 U:1 V:1
A3 30:V 31:A 32:U 33:L 34:T A:1 L:1 T:1 U:1 V:1
A0 00:L 01:O 02:O 03:M 04:S L:1 M:1 O:1 S:1
A1 10:L 11:O 12:O 13:M 14:S L:1 M:1 O:1 S:1
A2 20:L 21:O 22:O 23:M 24:S L:1 M:1 O:1 S:1
A3 30:L 31:O 32:O 33:M 34:S L:1 M:1 O:1 S:1
A0 00:S 01:C 02:O 03:L 04:D C:1 D:1 L:1 O:1 S:1
A1 10:S 11:C 12:O 13:L 14:D C:1 D:1 L:1 O:1 S:1
A2 20:S 21:C 22:O 23:L 24:D C:1 D:1 L:1 O:1 S:1
A3 30:S 31:C 32:O 33:L 34:D C:1 D:1 L:1 O:1 S:1
A0 00:B 01:L 02:I 03:N 04:K B:1 I:1 K:1 L:1 N:1
A1 10:B 11:L 12:I 13:N 14:K B:1 I:1 K:1 L:1 N:1
A2 20:B 21:L 22:I 23:N 24:K B:1 I:1 K:1 L:1 N:1
A3 30:B 31:L 32:I 33:N 34:K B:1 I:1 K:1 L:1 N:1
A0 00:D 01:A 02:N 03:D 04:Y A:1 D:1 N:1 Y:1
A1 10:D 11:A 12:N 13:D 14:Y A:1 D:1 N:1 Y:1
A2 20:D 21:A 22:N 23:D 24:Y A:1 D:1 N:1 Y:1
A3 30:D 31:A 32:N 33:D 34:Y A:1 D:1 N:1 Y:1
A0 00:P 01:U 02:P 03:A 04:E A:1 E:1 P:1 U:1
A1 10:P 11:U 12:P 13:A 14:E A:1 E:1 P:1 U:1
A2 20:P 21:U 22:P 23:A 24:E A:1 E:1 P:1 U:1
A3 30:P 31:U 32:P 33:A 34:E A:1 E:1 P:1 U:1
A0 00:S 01:I 02:E 03:V 04:E E:1 I:1 S:1 V:1
A1 10:S 11:I 12:E 13:V 14:E E:1 I:1 S:1 V:1
A2 20:S 21:I 22:E 23:V 24:E E:1 I:1 S:1 V:1
A3 30:S 31:I 32:E 33:V 34:E E:1 I:1 S:1 V:1
A0 00:S 01:P 02:I 03:K 04:E E:1 I:1 K:1 P:1 S:1
A1 10:S 11:P 12:I 13:K 14:E E:1 I:1 K:1 P:1 S:1
A2 20:S 21:P 22:I 23:K 24:E E:1 I:1 K:1 P:1 S:1
A3 30:S 31:P 32:I 33:K 34:E E:1 I:1 K:1 P:1 S:1
A0 00:D 01:U 02:C 03:T 04:S C:1 D:1 S:1 T:1 U:1
A1 10:D 11:U 12:C 13:T 14:S C:1 D:1 S:1 T:1 U:1
A2 20:D 21:U 22:C 23:T 24:S C:1 D:1 S:1 T:1 U:1
A3 30:D 31:U 32:C 33:T 34:S C:1 D:1 S:1 T:1 U:1
A0 00:L 01:E 02:N 03:D 04:S D:1 E:1 L:1 N:1 S:1
A1 10:L 11:E 12:N 13:D 14:S D:1 E:1 L:1 N:1 S:1
A2 20:L 21:E 22:N 23:D 24:S D:1 E:1 L:1 N:1 S:1
A3 30:L 31:E 32:N 33:D 34:S D:1 E:1 L:1 N:1 S:1
A0 00:P 01:I 02:Z 03:Z 04:A A:1 I:1 P:1 Z:1
A1 10:P 11:I 12:Z 13:Z 14:A A:1 I:1 P:1 Z:1
A2 20:P 21:I 22:Z 23:Z 24:A A:1 I:1 P:1 Z:1
A3 30:P 31:I 32:Z 33:Z 34:A A:1 I:1 P:1 Z:1
A0 00:B 01:R 02:I 03:N 04:K B:1 I:1 K:1 N:1 R:1
A1 10:B 11:R 12:I 13:N 14:K B:1 I:1 K:1 N:1 R:1
A2 20:B 21:R 22:I 23:N 24:K B:1 I:1 K:1 N:1 R:1
A3 30:B 31:R 32:I 33:N 34:K B:1 I:1 K:1 N:1 R:1
A0 00:W 01:I 02:D 03:E 04:N D:1 E:1 I:1 N:1 W:1
A1 10:W 11:I 12:D 13:E 14:N D:1 E:1 I:1 N:1 W:1
A2 20:W 21:I 22:D 23:E 24:N D:1 E:1 I:1 N:1 W:1
A3 30:W 31:I 32:D 33:E 34:N D:1 E:1 I:1 N:1 W:1
A0 00:P 01:L 02:U 03:M 04:B B:1 L:1 M:1 P:1 U:1
A1 10:P 11:L 12:U 13:M 14:B B:1 L:1 M:1 P:1 U:1
A2 20:P 21:L 22:U 23:M 24:B B:1 L:1 M:1 P:1 U:1
A3 30:P 31:L 32:U 33:M 34:B B:1 L:1 M:1 P:1 U:1
A0 00:P 01:A 02:G 03:A 04:N A:1 G:1 N:1 P:1
A1 10:P 11:A 12:G 13:A 14:N A:1 G:1 N:1 P:1
A2 20:P 21:A 22:G 23:A 24:N A:1 G:1 N:1 P:1
A3 30:P 31:A 32:G 33:A 34:N A:1 G:1 N:1 P:1
A0 00:F 01:E 02:A 03:T 04:S A:1 E:1 F:1 S:1 T:1
A1 10:F 11:E 12:A 13:T 14:S A:1 E:1 F:1 S:1 T:1
A2 20:F 21:E 22:A 23:T 24:S A:1 E:1 F:1 S:1 T:1
A3 30:F 31:E 32:A 33:T 34:S A:1 E:1 F:1 S:1 T:1
